28 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
29 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
30 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
31 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
32 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
33 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
34 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
35 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
36 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
37 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
38 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
39 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
40 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
41 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
42 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
43 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
44 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
45 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
46 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
47 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
48 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
49 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
50 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
51 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
52 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
53 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
54 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
55 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
56 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
57 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
58 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
59 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
60 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
61 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
62 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
63 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
64 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
65 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
66 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
67 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
68 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
69 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
70 [1.00e+00, 9.99e-01, 1.00e+00, 1.00e+00]
71 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
72 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
73 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
74 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
75 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
76 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
77 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
78 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
79 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
80 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
81 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
82 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
83 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
84 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
85 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
86 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
87 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
88 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
89 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
90 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
91 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
92 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
93 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
94 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
95 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
96 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
97 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
98 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
99 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
100 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
101 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
102 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
103 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
104 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
105 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
106 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
107 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
108 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
109 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
110 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
111 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
112 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
113 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
114 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
115 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
116 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
117 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
118 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
119 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
120 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
121 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
122 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
123 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
124 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
125 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
126 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
127 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
128 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
129 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
130 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
131 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
132 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
133 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
134 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
135 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
136 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
137 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
138 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
139 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
140 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
141 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
142 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
143 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
144 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
145 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
146 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
147 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
148 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
149 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
150 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
151 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
152 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
153 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
154 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
155 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
156 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
157 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
158 [1.00e+00, 9.99e-01, 1.00e+00, 9.99e-01]
